"X.Intercept.","x1","g1","g2","x2","x1.g1","x1.g2","g1.x2","g2.x2"
0.337492884120324,0.282434618928768,0.368480418334818,0.320726168789988,0.292314513605401,0.296158384192244,0.288218290622784,0.316991672162843,0.281065001107033
0.359875407024913,0.319684045258989,0.369081755144506,0.406600425856596,0.354522254105856,0.313997346313362,0.368833175757181,0.354913967123068,0.39246827540975
0.374912557737815,0.301620151657645,0.401258196341311,0.375593810166544,0.324597257697499,0.307426548411145,0.286323685863309,0.349165072848212,0.319139291536678
0.262584929223476,0.218121258144926,0.340407879270802,0.273858733282615,0.245757418620299,0.275469217756641,0.211286158173309,0.31140984638049,0.254479765752798
0.304412869339869,0.258060680633717,0.361022298569787,0.360299199164505,0.244006150651864,0.269725876878512,0.290961543198607,0.281849313955647,0.281857314989279
0.299607224703727,0.25485514144798,0.352932615642325,0.31715612383824,0.276378045790443,0.282924837195783,0.278427461715025,0.310253048930942,0.292262478845624
0.354954353459837,0.254164529654373,0.386473164930616,0.309036699839256,0.305543337650074,0.279413895067742,0.229321426380915,0.323352355042415,0.26014847179186
0.376488002696653,0.329379666898135,0.379355420875953,0.398094499951564,0.359292945682241,0.345220748379114,0.338942369965636,0.377371142724468,0.379608240529582
0.32615276195258,0.260845045310081,0.394172884153304,0.319781088553181,0.270990501437928,0.305816044919596,0.275814525220193,0.337075989204445,0.269572976967148
0.387467620805549,0.301711669816575,0.357516229683254,0.325772890152324,0.368803846787331,0.273009530855865,0.24077209686327,0.345536421058289,0.295497949818924
0.343047317451769,0.290093953212255,0.406450624042645,0.367428902553904,0.304740781372581,0.316242308252182,0.277168729751346,0.340868594380647,0.312780890314254
0.372332735058973,0.337221783299916,0.37661705476017,0.399898137540073,0.302278776409046,0.327113357111982,0.356535110278238,0.29730811204832,0.316511406033429
0.334944932858344,0.308095937390052,0.362659222822225,0.314190845903409,0.266500833795069,0.333342629108839,0.306657148099319,0.284345458834361,0.263883865162981
0.324299140973832,0.265865647104771,0.336275483628513,0.318401533139509,0.281839892361817,0.275054850192489,0.255337110674228,0.289536908821909,0.269557950153223
0.354539011251681,0.3590321161514,0.389952831490212,0.297216017477832,0.277699671158104,0.405367545369039,0.313514777834699,0.303079859379937,0.232526267468572
0.3026076682493,0.240150997907969,0.340822673768775,0.296418536312394,0.254783940953088,0.25683238328119,0.232256169857242,0.284406572719923,0.265184249615859
0.315848296680608,0.289579803935865,0.321025763829126,0.287372425997098,0.255650095623387,0.278964245402607,0.270354168523112,0.255684751957313,0.250521657592508
0.287125790253833,0.269858154770522,0.366281883332299,0.267572302370435,0.223221087963646,0.349820958180111,0.253842264507607,0.284455336452499,0.214169237964199
0.284643550962529,0.231162416408834,0.326100983177933,0.403937447455186,0.241296993722051,0.29132038994433,0.311952110728585,0.280653449054796,0.33030021109337
0.249927243088754,0.20955559907446,0.323613841363927,0.268718711575384,0.210925396871534,0.274813944790876,0.221330648400059,0.267906087767777,0.223064186629997
0.357410930276552,0.2924458673055,0.313982921891496,0.350329714410931,0.352843193009211,0.251537473128864,0.297797995258327,0.304096786338598,0.346627122585038
0.339491513637044,0.277509835735989,0.326956216364639,0.368580627009988,0.278821679883154,0.281003367633557,0.322071134404331,0.274341910557118,0.298050679537837
0.340443075276629,0.282352815576837,0.325629520065396,0.355900697705735,0.289089980554449,0.275296345438682,0.301110589779517,0.278904769330896,0.302227897414464
0.357162888204488,0.284320265401167,0.340185732049164,0.383906280740132,0.315673990253949,0.271163146046261,0.297064369094474,0.299184402933461,0.331827288957706
0.357881499751641,0.373593616390478,0.339593044315188,0.342324743251071,0.290975242207193,0.348309809307753,0.351623335474052,0.276921203274218,0.273030056441488
0.366103941582577,0.318230214308515,0.441906434065749,0.327654021228176,0.350960973426521,0.367537567831764,0.283269765651965,0.420230918684945,0.317156716062185
0.370426870613649,0.291858543991647,0.424160625971123,0.373304399251192,0.32099699997388,0.354440321697795,0.298317736700449,0.377668158196244,0.326757363504889
0.286523327032188,0.260103010794177,0.277205509369023,0.300479382571872,0.260344482673691,0.247996421705453,0.25898291837915,0.245649831769077,0.259949419000816
0.363861650607777,0.328517175261335,0.337043015066145,0.365542037060807,0.286301094486407,0.29222179689186,0.336365124783531,0.273727617258437,0.294697411433969
0.356162842723407,0.307643948154586,0.365134372403807,0.358923087795238,0.282496198745881,0.294191296633232,0.310794970319543,0.28536776054229,0.296240571945481
0.344150691874698,0.249417923486847,0.325834831015406,0.352102740810681,0.299707366164512,0.237061022846626,0.266126543107892,0.270383127615223,0.314713360988629
0.337969116211006,0.290454339736106,0.301656410012781,0.339142629250461,0.283926571324038,0.239870725219266,0.288727100647914,0.245982413327357,0.269286169682997
0.32152749679937,0.247122503556245,0.342507891846758,0.3611183478414,0.270215884229584,0.272495838725009,0.242785077050398,0.276858492423982,0.297336338000032
0.353859503486645,0.298770177872754,0.341675715848122,0.347589086221726,0.299589094227468,0.29073365761761,0.302922009339815,0.28962217937641,0.294980590628178
0.285877568338218,0.222650572754073,0.348399193590285,0.310126885974293,0.22671095820846,0.250956660871819,0.242102076996051,0.265371780480322,0.253484768775158
0.391366783815744,0.321587490706293,0.414998585133667,0.341489273720168,0.303166337324658,0.340152020840656,0.276538057353298,0.311993644942706,0.265610266491553
0.331735867111509,0.272279341571993,0.328856233736536,0.352709263127475,0.278816106540396,0.277219021982706,0.28695289888018,0.280259467020246,0.28973766024853
0.416912921300616,0.36115711299696,0.468881151720177,0.38247787280616,0.356581491291324,0.44874798047528,0.341174350288121,0.403598198597913,0.333709282620639
0.342229412147928,0.306691574445275,0.269147542203117,0.345176880205628,0.32529822514195,0.247378666509798,0.278016033505043,0.252373652867276,0.316304553465939
0.281053296092103,0.265756109010827,0.337607521670584,0.28802314566753,0.302593128122522,0.311535353514356,0.261497964867166,0.357912318054032,0.304024599477325
0.300133228608445,0.278566805585107,0.276532012458535,0.31691873630904,0.274135313840262,0.263445919084193,0.297402100294185,0.260272483939534,0.300345474090439
0.376075626294044,0.346450700211008,0.441052490214872,0.342344564559012,0.346038219093231,0.403814023283169,0.309227135242076,0.400147032280537,0.307075880009792
0.373122527743684,0.348151048929481,0.333963278758298,0.423785029392995,0.294152868615843,0.313364154684571,0.391986671010388,0.273869203014315,0.314133717758139
0.385708324135045,0.284943709459022,0.371133612212401,0.446664912612085,0.329836809534701,0.27806284930579,0.329670834122539,0.321106078973847,0.386470171055734
0.358576898206155,0.28329007926283,0.37232239787873,0.295148721346233,0.346851203222454,0.322231780821903,0.234522075954569,0.363434529955733,0.286412177927678
0.336236111093391,0.300313457366988,0.281370868400824,0.320070461445173,0.309278469576358,0.268222056292448,0.299637151569307,0.274417409560124,0.294291151461318
0.360993729503576,0.306365294858133,0.342737432500057,0.403053343409514,0.264146308770415,0.337288179619611,0.349784673955252,0.262360725561261,0.307049916339283
0.332438943883197,0.262632617934008,0.334363421338456,0.323054547292189,0.236138455021258,0.247709223131608,0.255577714271038,0.239476215675518,0.235219638843993
0.325827530243581,0.288888237775968,0.33457647553097,0.325151749835493,0.274383959407311,0.299591843748579,0.262317324484863,0.288070944534945,0.263728830872948
0.421651735645017,0.348826914447076,0.33057935120284,0.413743351996381,0.342297545662552,0.293843296153915,0.363899750738993,0.280306407004898,0.33169863633405
0.348812667401406,0.27273862370308,0.30997559161425,0.406226716830547,0.320808898870227,0.238110086748347,0.307808151893854,0.297524907647917,0.374960755188196
0.374299794898935,0.339086750520527,0.409925771176677,0.37701784117257,0.294441170154647,0.375202616935545,0.321708421958776,0.329953174317251,0.292008130626245
0.270877501965334,0.253526418722631,0.261977993334987,0.290709080698121,0.253269318489892,0.245554428314294,0.285031494584688,0.250794510369316,0.27930398050167
0.350772655802204,0.302910666841031,0.362066729831486,0.317697316107718,0.290938984878445,0.311002434297197,0.262945334448845,0.294131153362076,0.246688179446643
0.346783761991756,0.290706885857961,0.396811036600743,0.414811395889882,0.306422080456075,0.343314027414835,0.335838223421543,0.35830426567177,0.356926221293946
0.317174420911996,0.298612229592993,0.363746139719235,0.298604013345288,0.31594152689651,0.343399081691096,0.292845584163385,0.361846065881083,0.305952414555259
0.292944458661962,0.257335388414919,0.275504360488906,0.356312741721041,0.248853364174158,0.261119152514447,0.296057377266553,0.230006298175888,0.291030994086256
0.40237614405654,0.301183589587558,0.358116536977183,0.3991233184296,0.329974221911405,0.267531540450695,0.30427894852895,0.295945126105547,0.329888386224413
0.353636105614255,0.304626821713617,0.311591182518764,0.307457309611305,0.28577648634587,0.271405668328139,0.260582331507462,0.250698584342074,0.249780209132729
0.308016251257353,0.274168509030868,0.335823801221313,0.320705512140003,0.270199413807966,0.281424227507392,0.279562673924839,0.285959266593061,0.278674333020175
0.331102218427269,0.248153137862512,0.361826461327543,0.360286731700698,0.286891206637462,0.272404201934775,0.269104976806811,0.32198034165486,0.314296501406708
0.376114861176372,0.309094962591547,0.405603142775262,0.380541448301326,0.330764557288007,0.331076816015594,0.315943029048396,0.35964891961453,0.352609511847682
0.416248030472234,0.361576611587714,0.33102261146903,0.360098164717806,0.344657834532333,0.294115946510541,0.329888885924841,0.280324829645357,0.305188050206064
0.409705837998919,0.368252617530636,0.403816232805004,0.373014383204527,0.335972195021121,0.364027432990452,0.322072555192356,0.342686407794404,0.308594150351742
0.336202838651791,0.256470051607031,0.434537228892844,0.304537531841199,0.290689563600147,0.335093072471417,0.237564526461184,0.36371454868072,0.255765414983573
0.388666437562141,0.311246793863454,0.312725617528037,0.344574817816029,0.298927201898469,0.253909959066196,0.277007023500504,0.251828521533251,0.260132972016452
0.298423667469378,0.246640147558431,0.309655964590159,0.362865158128312,0.264036070205581,0.244975927564025,0.271487040244783,0.264614203254116,0.302209652038144
0.349072779415419,0.299792858507389,0.312149113361492,0.332145622486134,0.276542992541539,0.26134475823044,0.303417807884806,0.249152721130745,0.275610652020553
0.314069635999306,0.272556677245937,0.402133031879403,0.271165708863032,0.265739336078951,0.359859543495574,0.227800676539315,0.347236402909315,0.226626421539018
0.320927430437417,0.281373993862085,0.298691091705276,0.367572806267864,0.282185232061896,0.270952560020392,0.370833916427867,0.271281053373087,0.333527900431673
0.348775252892913,0.312148148157584,0.295461159896033,0.392961406578233,0.318203775842826,0.275226898867731,0.339383070738107,0.277415642832731,0.352213529656735
0.290098573055444,0.239409265775299,0.303541503829958,0.337724660636286,0.24583000134388,0.249525886093623,0.284974648426526,0.257425388367163,0.293481041197814
