"X.Intercept.","x1","g1","g2","x2","x1.g1","x1.g2","g1.x2","g2.x2"
0.374483304789812,0.303545917996972,0.351360905088462,0.3140315023454,0.320436313175818,0.279862457352637,0.246458061357864,0.303778010347132,0.265087003357753
0.462767855704473,0.357137957038815,0.40438211594503,0.445675440588295,0.429887853673401,0.310349623882493,0.31244164302075,0.375678220541778,0.388372221274324
0.32950681062662,0.249478390485513,0.323291688489617,0.388006746416654,0.271496304731487,0.252709630925748,0.316801272367962,0.270180292712692,0.316127348511323
0.32541064451274,0.274930197740761,0.356482604177461,0.309088970916305,0.26957761966195,0.289670701061922,0.252252809464147,0.296394553099715,0.250222040098681
0.388407669231984,0.292783105748437,0.320180447466031,0.359269059452424,0.338383402937997,0.258265579728475,0.257168694534045,0.297468154290177,0.301698188592049
0.359803634266057,0.301864503063735,0.338355846366335,0.351556457556292,0.347356675367547,0.294327254757631,0.29646267914016,0.334269323198049,0.340873620359385
0.297161621231463,0.237929985398715,0.256016210799833,0.35996851436412,0.253966076846463,0.206376733543292,0.271407342679285,0.215506582386921,0.310328065437346
0.377278959141928,0.296727779218339,0.392428621694034,0.386060713706154,0.36282865341818,0.311820438727276,0.300516714370587,0.382200749872434,0.367848913003891
0.333282989030898,0.305801627477065,0.325446411215919,0.327137838401803,0.273495080101509,0.301264779715828,0.31352413822096,0.273093291184016,0.272671168449003
0.366007647412824,0.330216712267118,0.398671363437426,0.410489319732134,0.334611770637662,0.338692901418801,0.371380469088541,0.35465155763427,0.386208762637317
0.307452707160294,0.246316233319856,0.308353249619274,0.328097809018336,0.272540704241014,0.232956870627139,0.249328447280795,0.269002245452058,0.273776891185025
0.302187320854875,0.263274119325689,0.339931062439856,0.288060855002054,0.285840289142182,0.308604865796383,0.24433354208152,0.322236635696305,0.279700587179073
0.370599584807158,0.281538422651396,0.37797795263935,0.290230146358465,0.310854125077378,0.297257006030233,0.243650676717953,0.326978833525489,0.256253031015808
0.426055568522293,0.382536707295301,0.410691844949973,0.34739629299002,0.380841373996156,0.371209967493056,0.307243951744612,0.376478259771627,0.302485959414293
0.330679731228618,0.265999947068178,0.324866422722499,0.421046483109908,0.302043316505449,0.264093643587646,0.329190276083763,0.303671519686259,0.375165282178534
0.30930968874738,0.277606897171098,0.328959796810304,0.390361864504795,0.256392191927175,0.310310250137603,0.355621650753659,0.281113251412883,0.320098148406573
0.358593088374577,0.305316403782686,0.354499575344841,0.388082247931434,0.318307353404086,0.305831750820658,0.348144826626441,0.317155132919256,0.354382953040549
0.291203028705633,0.251490685573474,0.379787517854877,0.303439078643775,0.225316354991144,0.335524275165962,0.276425015574631,0.310746843771175,0.245532836571082
0.340950954783418,0.297208362713565,0.328923887129532,0.451892951207361,0.29925436903312,0.294151064027658,0.328938000305938,0.294227928649238,0.366810039555681
0.374937114725474,0.356340015036958,0.380003256192598,0.37293463288504,0.318098874603958,0.36534597302662,0.341783922549587,0.330724433581994,0.3169043439598
0.349917447698517,0.290652618629802,0.38761970538974,0.330061201907895,0.267924793843186,0.313637732812576,0.281893222670569,0.28860289545478,0.248682030991522
0.434213626086067,0.364990828465931,0.325430855431527,0.442081365703992,0.346792837124283,0.293078365614048,0.365269157460999,0.268023491312132,0.347292321272553
0.408488352391558,0.357470560678418,0.404777825324124,0.391970991295468,0.368827581395205,0.348566700713618,0.34832185039795,0.356225397763408,0.35784397674734
0.342887932592302,0.280379846803693,0.348044112343397,0.299470664049156,0.311576504073299,0.267984219052006,0.239575239216615,0.317000647105959,0.285089133958912
0.383734953180749,0.307403572304516,0.444505441367791,0.323731784229258,0.305132543817921,0.362990068781562,0.27716856684429,0.345109254080327,0.261731056993774
0.35854798421683,0.330952494958579,0.35129022007563,0.347928494396868,0.300726675329656,0.30640451320376,0.332723560761742,0.299398715651853,0.298206014000923
0.2572630821497,0.208944567325633,0.316503640132354,0.28358970234236,0.216973106211061,0.258021743475278,0.221994440678064,0.280196693290523,0.244701192264176
0.38686593760383,0.32815918915888,0.440654925145832,0.357249150044367,0.300961150576415,0.388539803051764,0.319244837444552,0.363372182791966,0.263558784556667
