"X.Intercept.","x1.cwc","g1","g2","x2.cwc","x1.cwc.g1","x1.cwc.g2","g1.x2.cwc","g2.x2.cwc"
0.215230866321653,0.333424951018837,0.196477663583057,0.173846527924977,0.341044292193986,0.304147141914687,0.265938410674279,0.318714349938914,0.280654692206699
0.310776504186191,0.375242664172763,0.265250797303693,0.270539489894189,0.46024406898803,0.32305408718354,0.328485432108259,0.401215860029335,0.414635436811625
0.186637221670582,0.268811482920269,0.184878187488552,0.216329189699685,0.3031901072396,0.271422115676879,0.328380151590087,0.301141811540482,0.348422158323623
0.221426051131137,0.298315697775736,0.2341120001087,0.206355887691478,0.287793573631227,0.309062277728292,0.270119571438026,0.308821537392354,0.262529137200597
0.219664156065853,0.305074564659371,0.18501426332235,0.204213696644695,0.352656877507934,0.281049325871308,0.272542921465939,0.334675308625442,0.315805544740144
0.226385228370237,0.318837894202934,0.222136383830174,0.218962927534088,0.371158090135448,0.310237493425262,0.313811615910097,0.357237620797134,0.367928188876762
0.178958369340466,0.247158027019463,0.164436843154544,0.209425623897006,0.266666047997215,0.214906364145425,0.286482149298814,0.224910740279001,0.324575683625448
0.237216128275044,0.318014051136388,0.24913209022929,0.234117267356802,0.396887109722346,0.334749058965123,0.321999582276201,0.422122361990837,0.399298560210705
0.208809717510939,0.309897201069208,0.21166888448747,0.206233845393438,0.288920351449842,0.304354819288793,0.311252454476482,0.29255424170708,0.281544154021209
0.219547991513345,0.338866119493755,0.227614988365544,0.242518040472508,0.352974382507706,0.347017247153829,0.381070318110464,0.372892669269211,0.405365096640181
0.229652648224657,0.268468579661498,0.217355818041273,0.235243550139726,0.269126301691928,0.258105433706947,0.277738425064234,0.272037923178871,0.276467932664362
0.254715917498916,0.264722745190014,0.293950475137093,0.240183738151866,0.308824374830106,0.30862166353788,0.248465673310303,0.347186138919703,0.301797641426103
0.243853880230951,0.293129056172399,0.249006527262789,0.204275487784046,0.319205393316712,0.31131627063301,0.250984939458515,0.341060675332141,0.260429447173286
0.287397777590829,0.419956675053721,0.287521004664316,0.231181962281313,0.406869329515633,0.404375425651873,0.335065759277871,0.400865589707649,0.321972369137124
0.204718152920773,0.277156093760008,0.209093022676998,0.260765125702616,0.326174292134774,0.275997149728892,0.34491490227452,0.32575843116889,0.401639002685012
0.219424928915787,0.293282620146185,0.236586187317002,0.271485812013249,0.281832166925457,0.328387303044826,0.379086513956819,0.30802194746038,0.352270654901297
0.234681980563328,0.321450930111627,0.226448856828615,0.269166645909568,0.335316873680136,0.317933527733268,0.371014268672614,0.329784289869014,0.37670251554704
0.176026594981089,0.268853792182045,0.229170713870542,0.183601949154439,0.237334367914453,0.358792707999628,0.286842417187821,0.338524052585965,0.254660490971575
0.220853378374634,0.303042997242667,0.215082129879125,0.27072006806811,0.328223388548641,0.302824770883074,0.336204908114086,0.324680775644919,0.410868755692076
0.274197110553234,0.37460241030052,0.274307760222526,0.272088594445968,0.324826768131223,0.388841639286881,0.359409604354005,0.33833921649368,0.323317031381257
