"X.Intercept.","x1.cwc","g1","g2","x2.cwc","x1.cwc.g1","x1.cwc.g2","g1.x2.cwc","g2.x2.cwc"
3.25800002563581,1.50818164903844,-0.0185507515487029,-0.0615349737189404,0.885349290197836,-0.0827325813934405,-0.194521464503826,0.214922557532053,0.397361555633813
3.97513125959028,1.54039725008991,-0.161153874451467,-0.305628723449123,0.416033533330084,-0.221844425435799,-0.0606267255043603,0.23158013373701,0.212172522668325
3.3809540696743,1.01699211453729,-0.0554639530141778,0.0519303533893148,1.23930057845124,-0.349533700594318,-0.17955540447612,0.473045707267091,0.221785495357873
3.1755708448907,0.81535944463086,0.0714569386122978,0.136139016743957,1.20017096188253,-0.177424249837353,-0.314370784049863,0.488332099395749,0.875203776056083
2.91410110846634,0.952438097698743,0.262112184465574,-0.085166363142632,0.95914330340155,0.325130480895183,0.41149168168033,0.078663793131305,-0.198300741835369
3.10763453698112,0.821275166871313,0.0142958246988968,0.220775197991101,0.789325424430981,-0.289923716387511,-0.0450168141047565,0.374062383331747,0.219839338234597
2.54659505971465,0.958573159909218,0.0482714220331422,0.026216253762118,0.71902115117164,-0.467149917853571,-0.106774676040659,0.402549850879973,-0.474218139494923
3.48163407514849,0.968419097690674,-0.235603346834071,0.218763243854123,1.3655632936571,-0.0317904357894928,0.314565462649076,-0.259643066617652,0.172607147294346
2.89755756490232,0.444391604801596,0.0994604929515714,0.209628419229548,1.30104939579743,0.0306564306746076,0.231828387253788,-0.00374002314356719,-0.112851568880952
3.66061088161902,1.22266457173255,0.000626334426987902,0.426238202397412,1.25465847956199,0.111717889492565,-0.276041641715628,0.149428117631509,0.552510663318552
3.46656544375124,1.8565617591464,-0.188565905387646,0.189836868830923,0.585037994236756,0.0793582398895532,0.262065472537081,0.0299706072682824,0.0017397350038299
3.29436705012061,1.25528043828924,0.030432408884409,-0.108735158812537,0.690949476954237,0.294817203971837,0.0386500112741285,0.358778525111676,-0.309167443763519
3.15182412831062,1.23624916907602,0.00837143426715273,-0.201862160003847,0.630052862791099,0.3092931484066,-0.141106268576202,-0.35049189750551,-0.0196766854518385
2.94775055352651,0.857239869696176,0.450602408723081,-0.53486397088492,1.24135910761511,0.143659671849916,-0.328559176563393,-0.0334142241638017,-0.118133926285815
2.82629371876248,1.01851956061639,-0.0847374095480614,0.151384665330765,1.01960994824047,0.180125737242218,0.617311872724967,-0.221221418873866,-0.507542313673617
3.40802761636606,0.754091831371478,-0.291767739532202,-0.00675982011937182,1.14224166444661,-0.118566326320135,-0.180372072635152,-0.446290959650818,0.0404561138104899
3.61945342290294,1.85216437520053,-0.0804733912343012,-0.427624403340264,0.416652743752629,0.044118214160154,-0.147883608349407,0.0461409142333861,-0.308707131686008
3.31055893075064,0.943811146682243,-0.122373203839434,-0.00937679831793814,0.929919236219926,0.246989670939516,0.550857357159004,-0.340218912407108,-0.0730065984284431
3.32808747622521,1.01593520382354,0.0353468569923446,0.17911647863974,1.15859689526586,0.0906599445827188,0.245867504416002,-0.0260641722574148,-0.127341737429262
3.53498518435759,0.935968653062038,0.552171911454327,0.0762741923398182,1.33282979201802,0.131307558518362,-0.210184896619038,0.113156375681486,0.417762826471592
2.73505927443891,0.940691426821827,-0.0449676504333696,-0.128356252357357,1.05171100488855,-0.0541823682848468,-0.0607363371549016,-0.372179166025446,-0.0836117230942445
2.06511289720232,0.0939112613493385,-0.169868864167357,-0.0405038680821867,0.262650889170649,-0.365036584584654,-0.098266553102578,-0.110277313630824,0.381706209187578
3.78199608462444,1.55259458473951,-0.0494843407988618,-0.106602743270433,0.792798511508294,-0.697286691465427,-0.166222207322195,0.670378284320457,0.0483110854983272
3.20793178296682,1.63333765766118,-0.147276437847525,-0.102564977182652,0.843710796626071,0.364812413187235,0.130870852893067,-0.140287036500749,-0.137950706874196
2.82826191319823,0.516053466052888,-0.0550573373418931,-0.0225119977728271,0.911028930325276,0.0256174662983236,0.0771954090404536,0.357517283721005,-0.468302555435302
4.55980298771108,1.39546752319433,-0.163453502106384,-0.281372424157512,1.49426655533764,0.0928272718140231,-0.374859058043922,-0.165178694040645,0.450894987025044
3.09898755100384,0.568841354499318,-0.0724167115584351,0.204736904247602,1.42046713369699,0.0201363257168275,-0.192429782257046,-0.147409653062669,0.371701339808675
3.41917982617964,1.28282101519567,-0.261423758366647,-0.121035377044486,0.980765203941867,-0.447790709108937,0.553276400929276,-0.0853148356687122,-0.231396754754435
2.92022492601332,0.902821143697045,-0.248683529474992,0.278329156069371,0.951076213915272,0.615036974834365,-0.32954779484934,-0.697219211270759,0.317274670547165
2.56663271638653,0.932865548519145,-0.08824359871022,0.118810786703463,0.560143497997796,0.217275742945484,0.398301310524871,-0.060804948984747,-0.320674432522832
3.74891659020338,1.61404663532184,0.29342737651002,-0.194008708618929,1.15215012394006,0.173743967472202,0.0210344897064836,0.394151007849698,-0.314069804501492
2.9347717621034,0.781224873062894,0.0611413664995798,-0.100408075948548,0.89575620740097,0.0328405215204514,-0.313428603696847,-0.224119633262115,0.0774645043331827
3.95976691602254,1.34932664335107,0.30046159091357,0.0729260005113466,1.04903338411199,0.131962077873731,0.516035443179294,-0.28118222850877,-0.304391531906428
3.48110762116609,1.07725337419235,-0.109061432434632,-0.138949037399747,0.655283629365241,0.293276707325425,-0.202762848197474,-0.10519631875798,-0.0493443720380247
3.48952529204542,0.951176756562937,0.233201025703155,0.163302310891036,1.66085528557239,0.273659145287684,0.20947125303297,-0.221082444756903,-0.255381306385589
3.21514358485326,0.685009172666059,0.0977536422275363,-0.121433319110336,1.43424474016465,0.803767934240142,-0.546681945981092,-0.0862838660196388,0.217255376585344
3.51146693179967,1.05413842275471,0.465737555533508,-0.0999448565467832,1.48026790822182,0.132964225502892,-0.0426056701159209,-0.0963815285306768,-0.391131526152972
3.22041342243048,1.48307468684039,-0.113306032936449,-0.0970162717782654,0.448503670930554,-0.161396045927467,-0.218030329003421,-0.0425901912535994,-0.119450736670417
3.22433443566976,1.55223042734555,0.0957640616417548,-0.0833865065984221,0.59025842746533,0.455885305362823,-0.0235561308671034,-0.42119184373331,-0.0346787894449758
2.40687069960625,0.37315369130861,-0.553165920004711,-0.229319667167694,0.877663952037115,-0.484212485090913,0.23199878022852,-0.00670925671755075,-0.184617863356575
3.80777455453872,0.688516832008233,0.0311467248740988,0.0275975650059929,1.80729873807032,0.915946866487753,0.374221928271006,-0.488000816488322,-0.371217997496039
3.64528671133293,0.787386738562736,0.161570377148067,0.00837854760900904,1.42827919616652,0.404014637168693,0.123070773713012,0.0561764488997888,0.0367438078529626
2.05350502183235,0.403790331345576,-0.136377153540781,0.186008235292835,0.843208679186932,-0.442836063949581,-0.210663870472487,0.516833231815648,0.288790647832884
2.90924016433846,1.11648648990362,-0.351544090028051,-0.00119058627882535,0.454316932183412,-0.132691705187251,-0.148760822249309,0.0139323100771456,0.17025146272171
3.19950567195718,1.21699223112782,0.0903661373695431,-0.0842919417689741,1.18851213398737,0.0550650668234603,0.0218466044267984,0.290429650993665,-0.0660454514302501
3.17570121080656,1.58563876588838,-0.288479025109705,-0.255811452253969,1.01065793698132,0.0272671589408225,-0.0778613703209541,0.234927462658716,0.298999189157843
3.01383594352329,0.244419185533827,0.11052450478856,-0.234426435393683,1.04576123465567,-0.260978161515565,-0.509255004332391,0.145364038267205,0.189136261919519
3.1872281436452,1.47710316853738,0.105499401656622,-0.0464778558811157,0.667921842880571,-0.0642360871576361,-0.0819643103519064,0.107300245515659,0.188721947565776
3.2144941316894,0.493874668795463,0.38369354445865,-0.199309644010925,1.00538654440995,-0.179802727944678,0.123575377899187,0.218882807946256,-0.303323208850447
3.19544603228942,1.4350497810791,-0.200207411477121,0.591057763859704,0.922545217083175,-0.62918085421289,0.428597957242778,0.16104110225964,0.168366188181405
