"X.Intercept.","x1.cgm","g1","g2","x2.cgm","x1.cgm.g1","x1.cgm.g2","g1.x2.cgm","g2.x2.cgm"
0.209982309892356,0.303541584552263,0.192741106025528,0.170613326782961,0.32043653950968,0.279858614106564,0.246454863401853,0.303778450167534,0.265087189643627
0.314673344864561,0.357974100574223,0.272872626828151,0.274248790874763,0.431160964655007,0.311054418943183,0.313211563866546,0.376775115898494,0.389440504529914
0.185426502175905,0.249473401246705,0.183727456373275,0.21447134931189,0.27191920027617,0.252772462989391,0.31690168298327,0.270688731450007,0.316665878137195
0.211404453365957,0.275560060709143,0.221907073213048,0.196792273899135,0.270020039875187,0.290361360676666,0.252885180502071,0.296996454067579,0.250680772002927
0.219951958555266,0.29283170451627,0.188847741703298,0.204779168777235,0.33874305343364,0.258212661720725,0.257160948959804,0.297459926122546,0.30203120519863
0.23504144081052,0.300617369990918,0.232630966929671,0.228098947864658,0.345672006704389,0.293053929992064,0.295195682766319,0.332545864350118,0.339306689343442
0.177218961575772,0.237988148549941,0.163219460527554,0.208482089157626,0.256386586770492,0.206488616537526,0.271529164142477,0.217962907727249,0.313119927692687
0.218942868004893,0.283278199859239,0.234407810628227,0.215984200698412,0.358798562875948,0.29822396743522,0.287706275634286,0.378380314970456,0.363656204552291
0.214086731080272,0.306426493785196,0.216549398724519,0.211409323886009,0.273460503391907,0.301937858613797,0.314140345279645,0.273036296949765,0.272641202404968
0.197477694317436,0.330594039409787,0.203303540479124,0.218023704258314,0.335920566531275,0.339235666148706,0.371919935756755,0.355897446808235,0.387738241498181
0.215008797529237,0.247227809848775,0.203993169356516,0.221444233474478,0.26921985706837,0.233869256632173,0.250298499185565,0.266047973813977,0.270338177880035
0.23760864838764,0.263867358747131,0.275266819734532,0.22425142067061,0.285512584748571,0.309295207023273,0.244878659677847,0.321841627923933,0.279388095273631
0.240607144237387,0.280779887321259,0.245818222949416,0.202413642754263,0.314978956876916,0.296732947909606,0.242992736721425,0.33114111194771,0.2596668342968
0.283527148050913,0.384127595583589,0.283923042528529,0.227731663807797,0.381744246686336,0.372862481245161,0.308515252748692,0.377410818769401,0.303227145902892
0.20070359623833,0.266046126436061,0.204200433398414,0.254040638430507,0.302388816790981,0.26412950947286,0.329255236097333,0.304065735568793,0.375655478781819
0.207254921775394,0.275103648389592,0.221990810242626,0.256100947462659,0.259920237744524,0.307601183790417,0.352508594075829,0.284770524010324,0.324370524998384
0.228751204814796,0.305134137600816,0.220526347235424,0.263121747795266,0.318762658080541,0.305704813947544,0.347948750437331,0.317569085129587,0.354960900171424
0.173034527101028,0.25157568868698,0.225972364886777,0.180480138445616,0.225324844310674,0.335639052748062,0.276518036288315,0.310769473571317,0.245544126300927
0.201584933280015,0.296298825333927,0.195478111210387,0.248802510814522,0.297571064358474,0.293223613286465,0.327556562697478,0.292466504009077,0.364548655469968
0.267302659405482,0.359483098309778,0.267545878835908,0.263556499086097,0.315765688299838,0.368519069634112,0.34491357873359,0.328368759231106,0.314597284004309
0.228674810241537,0.290805695733448,0.249444402480152,0.226128258148586,0.267944727852574,0.313909559438979,0.282131816663427,0.288602563051404,0.248641419365165
0.236508413192421,0.380218845524248,0.179654807480149,0.2278771317794,0.354170244290438,0.303808658582086,0.378655469743602,0.273074196373852,0.353599159114752
0.250772293071737,0.356813238062367,0.249866386986064,0.247310365618282,0.368630793281851,0.348004628194582,0.34781970125785,0.356026049132507,0.357763237102905
0.250047704822397,0.282687511398498,0.257624604420252,0.228098835691655,0.307208347073322,0.270631471608658,0.241880298056518,0.312268540245388,0.281067793152352
